Indicator,Next
-2218405.74881869,-30
-1091612.82847867,39
-630923.101524028,68
5984305.34260713,-17
907284.589382198,6
-5349.31616865411,10
-6101846.89808425,41
7401759.71418549,26
6126817.19509071,-80
-1016628.53253773,13
-7736050.75743084,30
-4804294.73079448,131
17686811.120959,221
7913888.19037592,-34
-6365297.99856098,-48
-15981974.6255644,16
30187267.0722095,-4
9591570.67947615,2
1521740.77632491,62
-36941798.6724325,6
-10121596.3758307,50
2653262.9606608,-64
-4029084.77438967,-156
-2406250.53420706,-16
-4985709.66040826,77
4966905.7457017,-79
7659780.46561666,46
-550036.242675142,16
798717.145227486,-63
-1377817.68693987,-99
-7427202.80520184,19
158222.303917003,12
5520030.84815687,37
12035964.2199424,-37
-4064885.48094893,75
-1661156.41093265,-56
-3826612.50791795,-12
1852208.29956093,41
957538.008373593,50
3184710.38615373,-14
1081167.01516496,36
-2121926.69068211,-18
-2620120.21581223,49
355341.707571425,15
6556502.98543586,20
1857492.02491142,13
